baseline,task,seed,status,source_image,source_prompt,target_prompt,result_image,metadata,command,matched_conditions,failure_reason,notes
fireflow,fe_222_sign_1_cvpr,10,complete,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/unique_inputs/fe_222_sign_1_cvpr.png,"A large white billboard with a bold message written in black letters. The message reads, ""LOVE IS ALL YOU NEED."" The billboard is prominently displayed in the scene, capturing the viewer''s attention.","A large white billboard with a bold message written in black letters. The message reads, ""CVPR IS ALL YOU NEED."" The billboard is prominently displayed in the scene, capturing the viewer''s attention.",outputs/baselines/fireflow/fe_222_sign_1_cvpr/seed_10/result.png,outputs/baselines/fireflow/fe_222_sign_1_cvpr/seed_10/metadata.json,outputs/baselines/fireflow/fe_222_sign_1_cvpr/seed_10/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
fireflow,fe_223_sign_2_eccv,10,complete,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/unique_inputs/fe_223_sign_2_eccv.png,"A large white billboard with a bold message written in black letters. The message reads, ""LOVE IS ALL YOU NEED."" The billboard is prominently displayed in the scene, capturing the viewer''s attention.","A large white billboard with a bold message written in black letters. The message reads, ""ECCV IS ALL YOU NEED."" The billboard is prominently displayed in the scene, capturing the viewer''s attention.",outputs/baselines/fireflow/fe_223_sign_2_eccv/seed_10/result.png,outputs/baselines/fireflow/fe_223_sign_2_eccv/seed_10/metadata.json,outputs/baselines/fireflow/fe_223_sign_2_eccv/seed_10/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
fireflow,fe_224_sign_3_iccv,10,complete,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/unique_inputs/fe_224_sign_3_iccv.png,"A large white billboard with a bold message written in black letters. The message reads, ""LOVE IS ALL YOU NEED."" The billboard is prominently displayed in the scene, capturing the viewer''s attention.","A large white billboard with a bold message written in black letters. The message reads, ""ICCV IS ALL YOU NEED."" The billboard is prominently displayed in the scene, capturing the viewer''s attention.",outputs/baselines/fireflow/fe_224_sign_3_iccv/seed_10/result.png,outputs/baselines/fireflow/fe_224_sign_3_iccv/seed_10/metadata.json,outputs/baselines/fireflow/fe_224_sign_3_iccv/seed_10/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
fireflow,fe_225_sign_4_flow,10,complete,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/unique_inputs/fe_225_sign_4_flow.png,"A large white billboard with a bold message written in black letters. The message reads, ""LOVE IS ALL YOU NEED."" The billboard is prominently displayed in the scene, capturing the viewer''s attention.","A large white billboard with a bold message written in black letters. The message reads, ""FLOW IS ALL YOU NEED."" The billboard is prominently displayed in the scene, capturing the viewer''s attention.",outputs/baselines/fireflow/fe_225_sign_4_flow/seed_10/result.png,outputs/baselines/fireflow/fe_225_sign_4_flow/seed_10/metadata.json,outputs/baselines/fireflow/fe_225_sign_4_flow/seed_10/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
fireflow,fe_235_stop_1_cvpr,10,complete,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/unique_inputs/fe_235_stop_1_cvpr.png,A stop sign prominently placed in a field of yellow flowers.,A sign that says CVPR prominently placed in a field of yellow flowers.,outputs/baselines/fireflow/fe_235_stop_1_cvpr/seed_10/result.png,outputs/baselines/fireflow/fe_235_stop_1_cvpr/seed_10/metadata.json,outputs/baselines/fireflow/fe_235_stop_1_cvpr/seed_10/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
fireflow,fe_236_stop_2_iccv,10,complete,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/unique_inputs/fe_236_stop_2_iccv.png,A stop sign prominently placed in a field of yellow flowers.,A sign that says ICCV prominently placed in a field of yellow flowers.,outputs/baselines/fireflow/fe_236_stop_2_iccv/seed_10/result.png,outputs/baselines/fireflow/fe_236_stop_2_iccv/seed_10/metadata.json,outputs/baselines/fireflow/fe_236_stop_2_iccv/seed_10/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
fireflow,fe_237_stop_3_eccv,10,complete,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/unique_inputs/fe_237_stop_3_eccv.png,A stop sign prominently placed in a field of yellow flowers.,A sign that says ECCV prominently placed in a field of yellow flowers.,outputs/baselines/fireflow/fe_237_stop_3_eccv/seed_10/result.png,outputs/baselines/fireflow/fe_237_stop_3_eccv/seed_10/metadata.json,outputs/baselines/fireflow/fe_237_stop_3_eccv/seed_10/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
fireflow,fe_238_stop_arrow_1_cvpr,10,complete,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/unique_inputs/fe_238_stop_arrow_1_cvpr.png,A stop sign above a blue sign with arrow pointing up.,A sign that says CVPR above a blue sign with arrow pointing up.,outputs/baselines/fireflow/fe_238_stop_arrow_1_cvpr/seed_10/result.png,outputs/baselines/fireflow/fe_238_stop_arrow_1_cvpr/seed_10/metadata.json,outputs/baselines/fireflow/fe_238_stop_arrow_1_cvpr/seed_10/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
fireflow,fe_239_stop_arrow_2_iccv,10,complete,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/unique_inputs/fe_239_stop_arrow_2_iccv.png,A stop sign above a blue sign with arrow pointing up.,A sign that says ICCV above a blue sign with arrow pointing up.,outputs/baselines/fireflow/fe_239_stop_arrow_2_iccv/seed_10/result.png,outputs/baselines/fireflow/fe_239_stop_arrow_2_iccv/seed_10/metadata.json,outputs/baselines/fireflow/fe_239_stop_arrow_2_iccv/seed_10/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
fireflow,fe_240_stop_arrow_3_eccv,10,complete,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/unique_inputs/fe_240_stop_arrow_3_eccv.png,A stop sign above a blue sign with arrow pointing up.,A sign that says ECCV above a blue sign with arrow pointing up.,outputs/baselines/fireflow/fe_240_stop_arrow_3_eccv/seed_10/result.png,outputs/baselines/fireflow/fe_240_stop_arrow_3_eccv/seed_10/metadata.json,outputs/baselines/fireflow/fe_240_stop_arrow_3_eccv/seed_10/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
fireflow,fe_241_stop_arrow_4_love,10,complete,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/unique_inputs/fe_241_stop_arrow_4_love.png,A stop sign above a blue sign with arrow pointing up.,A sign that says LOVE above a blue sign with arrow pointing up.,outputs/baselines/fireflow/fe_241_stop_arrow_4_love/seed_10/result.png,outputs/baselines/fireflow/fe_241_stop_arrow_4_love/seed_10/metadata.json,outputs/baselines/fireflow/fe_241_stop_arrow_4_love/seed_10/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
fireflow,fe_242_stop_arrow_5_home,10,complete,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/unique_inputs/fe_242_stop_arrow_5_home.png,A stop sign above a blue sign with arrow pointing up.,A sign that says HOME above a blue sign with arrow pointing up.,outputs/baselines/fireflow/fe_242_stop_arrow_5_home/seed_10/result.png,outputs/baselines/fireflow/fe_242_stop_arrow_5_home/seed_10/metadata.json,outputs/baselines/fireflow/fe_242_stop_arrow_5_home/seed_10/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
fireflow,fe_243_stop_arrow_6_beer,10,complete,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/unique_inputs/fe_243_stop_arrow_6_beer.png,A stop sign above a blue sign with arrow pointing up.,A sign that says BEER above a blue sign with arrow pointing up.,outputs/baselines/fireflow/fe_243_stop_arrow_6_beer/seed_10/result.png,outputs/baselines/fireflow/fe_243_stop_arrow_6_beer/seed_10/metadata.json,outputs/baselines/fireflow/fe_243_stop_arrow_6_beer/seed_10/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
fireflow,fe_244_stop_sticker_1_cvpr,10,complete,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/unique_inputs/fe_244_stop_sticker_1_cvpr.png,A STOP! sticker with a red and yellow color scheme which is placed on a white background.,A CVPR! sticker with a red and yellow color scheme which is placed on a white background.,outputs/baselines/fireflow/fe_244_stop_sticker_1_cvpr/seed_10/result.png,outputs/baselines/fireflow/fe_244_stop_sticker_1_cvpr/seed_10/metadata.json,outputs/baselines/fireflow/fe_244_stop_sticker_1_cvpr/seed_10/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
fireflow,fe_245_stop_sticker_2_eccv,10,complete,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/unique_inputs/fe_245_stop_sticker_2_eccv.png,A STOP! sticker with a red and yellow color scheme which is placed on a white background.,A ECCV! sticker with a red and yellow color scheme which is placed on a white background.,outputs/baselines/fireflow/fe_245_stop_sticker_2_eccv/seed_10/result.png,outputs/baselines/fireflow/fe_245_stop_sticker_2_eccv/seed_10/metadata.json,outputs/baselines/fireflow/fe_245_stop_sticker_2_eccv/seed_10/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
fireflow,fe_246_stop_sticker_3_iccv,10,complete,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/unique_inputs/fe_246_stop_sticker_3_iccv.png,A STOP! sticker with a red and yellow color scheme which is placed on a white background.,A ICCV! sticker with a red and yellow color scheme which is placed on a white background.,outputs/baselines/fireflow/fe_246_stop_sticker_3_iccv/seed_10/result.png,outputs/baselines/fireflow/fe_246_stop_sticker_3_iccv/seed_10/metadata.json,outputs/baselines/fireflow/fe_246_stop_sticker_3_iccv/seed_10/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
fireflow,fe_247_this_must_be_the_place_1_home,10,complete,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/unique_inputs/fe_247_this_must_be_the_place_1_home.png,"A large, colorful wall with a neon sign that reads ""this must be the place.""","A large, colorful wall with a neon sign that reads ""home must be the place.""",outputs/baselines/fireflow/fe_247_this_must_be_the_place_1_home/seed_10/result.png,outputs/baselines/fireflow/fe_247_this_must_be_the_place_1_home/seed_10/metadata.json,outputs/baselines/fireflow/fe_247_this_must_be_the_place_1_home/seed_10/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
fireflow,fe_248_this_must_be_the_place_2_cvpr,10,complete,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/unique_inputs/fe_248_this_must_be_the_place_2_cvpr.png,"A large, colorful wall with a neon sign that reads ""this must be the place.""","A large, colorful wall with a neon sign that reads ""cvpr must be the place.""",outputs/baselines/fireflow/fe_248_this_must_be_the_place_2_cvpr/seed_10/result.png,outputs/baselines/fireflow/fe_248_this_must_be_the_place_2_cvpr/seed_10/metadata.json,outputs/baselines/fireflow/fe_248_this_must_be_the_place_2_cvpr/seed_10/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
fireflow,fe_249_this_must_be_the_place_3_eccv,10,complete,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/unique_inputs/fe_249_this_must_be_the_place_3_eccv.png,"A large, colorful wall with a neon sign that reads ""this must be the place.""","A large, colorful wall with a neon sign that reads ""eccv must be the place.""",outputs/baselines/fireflow/fe_249_this_must_be_the_place_3_eccv/seed_10/result.png,outputs/baselines/fireflow/fe_249_this_must_be_the_place_3_eccv/seed_10/metadata.json,outputs/baselines/fireflow/fe_249_this_must_be_the_place_3_eccv/seed_10/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
fireflow,fe_250_this_must_be_the_place_4_iccv,10,complete,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/unique_inputs/fe_250_this_must_be_the_place_4_iccv.png,"A large, colorful wall with a neon sign that reads ""this must be the place.""","A large, colorful wall with a neon sign that reads ""iccv must be the place.""",outputs/baselines/fireflow/fe_250_this_must_be_the_place_4_iccv/seed_10/result.png,outputs/baselines/fireflow/fe_250_this_must_be_the_place_4_iccv/seed_10/metadata.json,outputs/baselines/fireflow/fe_250_this_must_be_the_place_4_iccv/seed_10/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
fireflow,fe_266_yellow_bulldog_10_origami_lion,10,complete,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/unique_inputs/fe_266_yellow_bulldog_10_origami_lion.png,"A small, yellow, shiny dog figurine positioned in the center of the scene, and it appears to be a decorative piece.","A small, yellow, origami lion positioned in the center of the scene, and it appears to be a decorative piece.",outputs/baselines/fireflow/fe_266_yellow_bulldog_10_origami_lion/seed_10/result.png,outputs/baselines/fireflow/fe_266_yellow_bulldog_10_origami_lion/seed_10/metadata.json,outputs/baselines/fireflow/fe_266_yellow_bulldog_10_origami_lion/seed_10/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
fireflow,fe_267_yellow_bulldog_11_origami_cat,10,complete,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/unique_inputs/fe_267_yellow_bulldog_11_origami_cat.png,"A small, yellow, shiny dog figurine positioned in the center of the scene, and it appears to be a decorative piece.","A small, yellow, origami cat positioned in the center of the scene, and it appears to be a decorative piece.",outputs/baselines/fireflow/fe_267_yellow_bulldog_11_origami_cat/seed_10/result.png,outputs/baselines/fireflow/fe_267_yellow_bulldog_11_origami_cat/seed_10/metadata.json,outputs/baselines/fireflow/fe_267_yellow_bulldog_11_origami_cat/seed_10/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
fireflow,fe_268_yellow_bulldog_12_origami_bear,10,complete,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/unique_inputs/fe_268_yellow_bulldog_12_origami_bear.png,"A small, yellow, shiny dog figurine positioned in the center of the scene, and it appears to be a decorative piece.","A small, yellow, origami bear positioned in the center of the scene, and it appears to be a decorative piece.",outputs/baselines/fireflow/fe_268_yellow_bulldog_12_origami_bear/seed_10/result.png,outputs/baselines/fireflow/fe_268_yellow_bulldog_12_origami_bear/seed_10/metadata.json,outputs/baselines/fireflow/fe_268_yellow_bulldog_12_origami_bear/seed_10/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
fireflow,fe_269_yellow_bulldog_13_origami_deer,10,complete,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/unique_inputs/fe_269_yellow_bulldog_13_origami_deer.png,"A small, yellow, shiny dog figurine positioned in the center of the scene, and it appears to be a decorative piece.","A small, yellow, origami deer positioned in the center of the scene, and it appears to be a decorative piece.",outputs/baselines/fireflow/fe_269_yellow_bulldog_13_origami_deer/seed_10/result.png,outputs/baselines/fireflow/fe_269_yellow_bulldog_13_origami_deer/seed_10/metadata.json,outputs/baselines/fireflow/fe_269_yellow_bulldog_13_origami_deer/seed_10/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
fireflow,fe_270_yellow_bulldog_14_origami_rabbit,10,complete,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/unique_inputs/fe_270_yellow_bulldog_14_origami_rabbit.png,"A small, yellow, shiny dog figurine positioned in the center of the scene, and it appears to be a decorative piece.","A small, yellow, origami rabbit positioned in the center of the scene, and it appears to be a decorative piece.",outputs/baselines/fireflow/fe_270_yellow_bulldog_14_origami_rabbit/seed_10/result.png,outputs/baselines/fireflow/fe_270_yellow_bulldog_14_origami_rabbit/seed_10/metadata.json,outputs/baselines/fireflow/fe_270_yellow_bulldog_14_origami_rabbit/seed_10/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
fireflow,fe_271_yellow_bulldog_15_origami_wolf,10,complete,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/unique_inputs/fe_271_yellow_bulldog_15_origami_wolf.png,"A small, yellow, shiny dog figurine positioned in the center of the scene, and it appears to be a decorative piece.","A small, yellow, origami wolf positioned in the center of the scene, and it appears to be a decorative piece.",outputs/baselines/fireflow/fe_271_yellow_bulldog_15_origami_wolf/seed_10/result.png,outputs/baselines/fireflow/fe_271_yellow_bulldog_15_origami_wolf/seed_10/metadata.json,outputs/baselines/fireflow/fe_271_yellow_bulldog_15_origami_wolf/seed_10/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
fireflow,fe_272_yellow_bulldog_16_origami_cow,10,complete,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/unique_inputs/fe_272_yellow_bulldog_16_origami_cow.png,"A small, yellow, shiny dog figurine positioned in the center of the scene, and it appears to be a decorative piece.","A small, yellow, origami cow positioned in the center of the scene, and it appears to be a decorative piece.",outputs/baselines/fireflow/fe_272_yellow_bulldog_16_origami_cow/seed_10/result.png,outputs/baselines/fireflow/fe_272_yellow_bulldog_16_origami_cow/seed_10/metadata.json,outputs/baselines/fireflow/fe_272_yellow_bulldog_16_origami_cow/seed_10/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
fireflow,fe_273_yellow_bulldog_17_origami_horse,10,complete,/cluster/users/grad/2025/25t8103/project/data/flowedit_compatible_118/unique_inputs/fe_273_yellow_bulldog_17_origami_horse.png,"A small, yellow, shiny dog figurine positioned in the center of the scene, and it appears to be a decorative piece.","A small, yellow, origami horse positioned in the center of the scene, and it appears to be a decorative piece.",outputs/baselines/fireflow/fe_273_yellow_bulldog_17_origami_horse/seed_10/result.png,outputs/baselines/fireflow/fe_273_yellow_bulldog_17_origami_horse/seed_10/metadata.json,outputs/baselines/fireflow/fe_273_yellow_bulldog_17_origami_horse/seed_10/command.txt,"official FireFlow FLUX-dev runner; source image resized with max_image_size=512 and cropped to multiples of 16; source prompt, target prompt, and seed match; official fast-editing parameters num_steps=8, inject=1, guidance=2, start_layer_index=0, end_layer_index=37, sampling_strategy=fireflow, offload=True",,official FireFlow FLUX-dev runner
